id,age,sex,tutorial,speed_condition,difficulty,rt,resp,correct_response,correct
1,23,1,0,1,1,0.523531200014986,l,l,1
1,23,1,0,1,1,0.425031000049785,a,a,1
1,23,1,0,1,1,0.409860900021158,a,a,1
1,23,1,0,1,1,0.355404799920507,l,l,1
1,23,1,0,1,1,0.46829210000578303,a,a,1
1,23,1,0,1,1,0.700612999964505,l,a,0
1,23,1,0,1,1,0.43629940005485,l,l,1
1,23,1,0,1,2,0.466603799955919,a,a,1
1,23,1,0,1,2,0.423321100068279,l,l,1
1,23,1,0,1,2,0.514625600073487,a,a,1
1,23,1,0,1,2,0.461259200004861,l,l,1
1,23,1,0,1,2,0.725670499959961,a,a,1
1,23,1,0,1,2,0.572358899982646,l,l,1
1,23,1,0,1,2,0.438474699971266,l,l,1
1,23,1,0,1,2,0.403423300012946,a,a,1
1,23,1,0,1,3,0.37059790000785103,a,l,0
1,23,1,0,1,3,0.70686419995036,l,l,1
1,23,1,0,1,3,0.412975399987772,l,l,1
1,23,1,0,1,3,0.387234499910846,a,a,1
1,23,1,0,1,3,0.593492800020613,l,l,1
1,23,1,0,1,3,0.511248500086367,l,a,0
1,23,1,0,1,3,0.537753999931738,l,l,1
1,23,1,0,1,3,0.632112599909306,l,l,1
1,23,1,0,1,3,0.585740500013344,a,l,0
1,23,1,0,1,3,0.544295799918473,l,a,0
1,23,1,0,1,3,0.626958600012586,l,a,0
1,23,1,0,1,3,0.612558900029399,l,a,0
1,23,1,0,1,3,0.643390799988993,l,a,0
1,23,1,0,1,3,0.572884700028226,a,l,0
1,23,1,0,1,3,0.668627899955027,l,l,1
1,23,1,0,1,3,0.585763899958692,a,a,1
1,23,1,0,1,2,0.63696239993441806,a,a,1
1,23,1,0,1,2,0.688577300054021,a,a,1
1,23,1,0,1,2,0.778819400002249,l,a,0
1,23,1,0,1,2,0.551442899974063,a,a,1
1,23,1,0,1,2,0.605477000004612,l,l,1
1,23,1,0,1,2,0.554553600028157,l,l,1
1,23,1,0,1,2,0.388000999926589,a,a,1
1,23,1,0,1,2,0.423954199999571,l,l,1
1,23,1,0,1,3,0.59078640001826,l,a,0
1,23,1,0,1,3,0.795695999986492,a,l,0
1,23,1,0,1,3,0.43019009998533897,l,l,1
1,23,1,0,1,3,0.468592400080524,a,a,1
1,23,1,0,1,3,0.560120800044388,l,l,1
1,23,1,0,1,3,0.490873600007035,a,a,1
1,23,1,0,1,3,0.477783999987878,a,a,1
1,23,1,0,1,3,0.43466110003646496,l,a,0
1,23,1,0,0,3,0.986763599910773,a,l,0
1,23,1,0,0,3,0.817244899924845,a,l,0
1,23,1,0,0,3,0.770010099979118,a,a,1
1,23,1,0,0,3,0.852907699998468,a,a,1
1,23,1,0,0,3,0.835439199930988,a,a,1
1,23,1,0,0,3,1.05600670003332,a,l,0
1,23,1,0,0,3,1.00713969999924,a,l,0
1,23,1,0,0,3,0.8682332000462339,l,a,0
1,23,1,0,0,2,0.886102700023912,a,a,1
1,23,1,0,0,2,0.785453399992548,a,a,1
1,23,1,0,0,2,0.755130400066264,l,l,1
1,23,1,0,0,2,1.11277380003594,l,l,1
1,23,1,0,0,2,0.690827600075863,a,a,1
1,23,1,0,0,2,0.910060800029896,a,a,1
1,23,1,0,0,2,0.787323400028981,a,a,1
1,23,1,0,0,2,0.688709399895743,l,l,1
1,23,1,0,0,3,1.0085866000736101,a,a,1
1,23,1,0,0,3,0.907712599961087,a,a,1
1,23,1,0,0,3,1.16681590001099,a,l,0
1,23,1,0,0,3,0.763092100038193,l,l,1
1,23,1,0,0,3,0.89492250001058,a,a,1
1,23,1,0,0,3,1.22301329998299,l,l,1
1,23,1,0,0,3,1.23429069994017,a,a,1
1,23,1,0,0,3,0.978199899895117,l,a,0
1,23,1,0,0,3,1.2090961000649298,a,l,0
1,23,1,0,0,3,0.974853699910454,l,l,1
1,23,1,0,0,3,0.965818300028332,a,l,0
1,23,1,0,0,3,0.849964300054125,l,l,1
1,23,1,0,0,3,0.857067300006747,l,a,0
1,23,1,0,0,3,1.4192848999518901,a,a,1
1,23,1,0,0,3,1.4619839000515602,l,l,1
1,23,1,0,0,3,1.15568289998919,a,a,1
1,23,1,0,0,2,0.921327100018971,l,l,1
1,23,1,0,0,2,0.969082299969159,a,l,0
1,23,1,0,0,2,1.0208058999851302,a,a,1
1,23,1,0,0,2,0.716557299951091,l,l,1
1,23,1,0,0,2,0.881176299997605,l,l,1
1,23,1,0,0,2,1.16129059996456,l,l,1
1,23,1,0,0,2,0.611225900007412,a,a,1
1,23,1,0,0,2,0.858600799925625,a,a,1
1,23,1,0,0,1,0.486236199969426,l,l,1
1,23,1,0,0,1,0.797768499935046,l,l,1
1,23,1,0,0,1,0.720518400077708,l,l,1
1,23,1,0,0,1,0.5036757000489159,a,a,1
1,23,1,0,0,1,0.53950159996748,a,a,1
1,23,1,0,0,1,0.547711000079289,l,l,1
1,23,1,0,0,1,0.539901700103655,a,a,1
1,23,1,0,0,1,0.580420100013725,a,a,1
1,23,1,0,1,1,0.447336799930781,a,l,0
1,23,1,0,1,1,0.7576344999251889,l,l,1
1,23,1,0,1,1,0.462599500082433,a,a,1
1,23,1,0,1,1,0.459481899975799,l,l,1
1,23,1,0,1,1,0.40541389991994903,a,a,1
1,23,1,0,1,1,0.490560599952005,l,l,1
1,23,1,0,1,1,0.427833300083876,a,a,1
1,23,1,0,1,1,0.493735900032334,l,a,0
1,23,1,0,1,2,0.394158700015396,l,l,1
1,23,1,0,1,2,0.5029511000029739,a,a,1
1,23,1,0,1,2,0.637567300000228,a,a,1
1,23,1,0,1,2,0.54638439998962,a,a,1
1,23,1,0,1,2,0.414112100028433,l,l,1
1,23,1,0,1,2,0.526447399985045,l,l,1
1,23,1,0,1,2,0.475246599991806,l,l,1
1,23,1,0,1,2,0.37978390010539403,a,a,1
1,23,1,0,1,3,0.68711929989513,l,l,1
1,23,1,0,1,3,0.40498360001947703,l,l,1
1,23,1,0,1,3,0.404779099975713,a,l,0
1,23,1,0,1,3,0.459432600066066,l,l,1
1,23,1,0,1,3,0.616888499935158,a,a,1
1,23,1,0,1,3,0.464521099929698,l,a,0
1,23,1,0,1,3,0.534750899998471,l,a,0
1,23,1,0,1,3,0.870629900018685,l,a,0
1,23,1,0,1,3,0.839688900043257,l,l,1
1,23,1,0,1,3,0.5857685999944809,a,l,0
1,23,1,0,1,3,0.395494200056419,l,l,1
1,23,1,0,1,3,0.43283419997897,a,l,0
1,23,1,0,1,3,0.606275800033472,l,l,1
1,23,1,0,1,3,0.635036300052889,l,a,0
1,23,1,0,1,3,0.684108500019647,a,l,0
1,23,1,0,1,3,0.66731179994531,l,l,1
1,23,1,0,1,2,0.5299405000405389,a,a,1
1,23,1,0,1,2,0.5418703999603169,l,a,0
1,23,1,0,1,2,0.494850399903953,l,l,1
1,23,1,0,1,2,0.548997099976987,l,l,1
1,23,1,0,1,2,0.551421300042421,a,l,0
1,23,1,0,1,2,0.567286400008015,l,l,1
1,23,1,0,1,2,0.480190600035712,a,a,1
1,23,1,0,1,2,0.711791999987327,l,a,0
1,23,1,0,1,3,0.649310300010256,l,a,0
1,23,1,0,1,3,0.460333499941043,l,a,0
1,23,1,0,1,3,0.485326700028963,l,a,0
1,23,1,0,1,3,0.510668699978851,l,a,0
1,23,1,0,1,3,0.51978849992156,l,a,0
1,23,1,0,1,3,0.913021399988793,a,l,0
1,23,1,0,1,3,0.713725899928249,a,a,1
1,23,1,0,1,3,1.07332419999875,l,a,0
1,23,1,0,0,3,0.950262499973178,l,a,0
1,23,1,0,0,3,0.5746594000374899,l,l,1
1,23,1,0,0,3,0.792190699954517,l,l,1
1,23,1,0,0,3,0.888425500015728,a,l,0
1,23,1,0,0,3,0.719936599954963,l,a,0
1,23,1,0,0,3,0.700079199974425,l,l,1
1,23,1,0,0,3,0.741872199927457,l,l,1
1,23,1,0,0,3,0.759763599955477,l,l,1
1,23,1,0,0,2,0.732532900059596,l,l,1
1,23,1,0,0,2,0.581797200022265,l,l,1
1,23,1,0,0,2,0.493559699971229,l,l,1
1,23,1,0,0,2,0.511790199903771,l,l,1
1,23,1,0,0,2,0.519933800096624,l,l,1
1,23,1,0,0,2,0.515193999977782,a,a,1
1,23,1,0,0,2,0.579424600000493,a,a,1
1,23,1,0,0,2,0.756891799974255,a,a,1
1,23,1,0,0,1,0.556925600045361,a,a,1
1,23,1,0,0,1,0.41789869999047397,l,l,1
1,23,1,0,0,1,0.447808200027794,l,l,1
1,23,1,0,0,1,0.433645500103012,a,a,1
1,23,1,0,0,1,0.50660570000764,a,a,1
1,23,1,0,0,1,0.63471060001757,a,a,1
1,23,1,0,0,1,0.418064299970865,l,l,1
1,23,1,0,0,1,0.431433099904098,l,l,1
1,23,1,0,0,2,0.492432400002144,l,l,1
1,23,1,0,0,2,0.486733799916692,l,l,1
1,23,1,0,0,2,0.561207599937916,l,a,0
1,23,1,0,0,2,0.562460200046189,l,l,1
1,23,1,0,0,2,0.462635300005786,a,a,1
1,23,1,0,0,2,0.832310399971902,a,a,1
1,23,1,0,0,2,0.606715600006282,a,a,1
1,23,1,0,0,2,0.431068900041282,l,a,0
1,23,1,0,0,3,0.970004400005564,l,l,1
1,23,1,0,0,3,0.836893000057898,a,a,1
1,23,1,0,0,3,1.11151990003418,a,l,0
1,23,1,0,0,3,0.507542400038801,l,a,0
1,23,1,0,0,3,0.936021100031212,l,l,1
1,23,1,0,0,3,0.712765200063586,a,l,0
1,23,1,0,0,3,0.855371300014667,l,a,0
1,23,1,0,0,3,1.07858159998432,a,a,1
1,23,1,0,0,3,1.5155087000457599,a,a,1
1,23,1,0,0,3,1.44315030006692,l,l,1
1,23,1,0,0,3,1.27426799992099,a,a,1
1,23,1,0,0,3,1.6804500999860499,l,l,1
1,23,1,0,0,3,1.50651189999189,a,a,1
1,23,1,0,0,3,2.18037870002445,a,a,1
1,23,1,0,0,3,2.47712529997807,l,a,0
1,23,1,0,0,3,2.3927273999434,a,a,1
1,23,1,0,1,2,1.06156330008525,a,l,0
1,23,1,0,1,2,0.705910400021821,a,a,1
1,23,1,0,1,2,0.498229500022717,l,a,0
1,23,1,0,1,2,0.452772599994205,a,l,0
1,23,1,0,1,2,0.576634500059299,l,l,1
1,23,1,0,1,2,0.479666699888185,l,l,1
1,23,1,0,1,2,0.40717559994664,a,a,1
1,23,1,0,1,2,0.515275200014003,l,a,0
1,23,1,0,1,1,0.390940299956128,l,l,1
1,23,1,0,1,1,0.499471200047992,l,l,1
1,23,1,0,1,1,0.431065800017677,a,a,1
1,23,1,0,1,1,0.624625799944624,l,l,1
1,23,1,0,1,1,0.542126500047743,a,a,1
1,23,1,0,1,1,0.591641000006348,a,a,1
1,23,1,0,1,1,0.491614100057632,l,l,1
1,23,1,0,1,1,0.587253300007433,a,a,1
1,23,1,0,1,0,0.455230499967001,l,l,1
1,23,1,0,1,0,0.461174200056121,a,a,1
1,23,1,0,1,0,0.40144169994164297,a,a,1
1,23,1,0,1,0,0.464642200036906,l,l,1
1,23,1,0,1,0,0.432769499951974,a,a,1
1,23,1,0,1,0,0.435594800044782,l,l,1
1,23,1,0,1,0,0.396513400017284,l,l,1
1,23,1,0,1,0,0.34963740000966903,a,a,1
1,23,1,0,1,0,0.41537709999829503,a,a,1
1,23,1,0,1,0,0.636454300023615,a,a,1
1,23,1,0,1,0,0.669526100042276,a,a,1
1,23,1,0,1,0,0.391861699987203,l,l,1
1,23,1,0,1,0,0.614683500025421,a,a,1
1,23,1,0,1,0,0.486545399995521,a,a,1
1,23,1,0,1,0,0.440440699923784,l,l,1
1,23,1,0,1,0,0.570956300012767,l,a,0
1,23,1,0,1,1,0.46458580007311,l,l,1
1,23,1,0,1,1,0.419202600023709,a,a,1
1,23,1,0,1,1,0.491471699904651,l,l,1
1,23,1,0,1,1,0.5072903999825941,l,l,1
1,23,1,0,1,1,0.473019599914551,a,a,1
1,23,1,0,1,1,0.436139299999923,a,a,1
1,23,1,0,1,1,0.5078181000426409,a,a,1
1,23,1,0,1,1,0.402611900004558,l,l,1
1,23,1,0,1,0,0.442285700002685,a,a,1
1,23,1,0,1,0,0.405108900042251,l,l,1
1,23,1,0,1,0,0.777475700015202,l,l,1
1,23,1,0,1,0,0.464912900002673,l,l,1
1,23,1,0,1,0,0.40967829991132,l,l,1
1,23,1,0,1,0,0.40799860004335603,a,l,0
1,23,1,0,1,0,0.470971200033091,a,a,1
1,23,1,0,1,0,0.414289899985306,l,l,1
1,23,1,0,0,0,0.546019000001252,l,l,1
1,23,1,0,0,0,0.376438400009647,l,l,1
